,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
858652,2015,2,26,4,AA,2378,N3EEAA,LAX,SFO,1030,1044,14,13.0,1057.0,83,76.0,59.0,337,1156.0,4.0,1153,1200,7,0,0,,,,,,
858849,2015,2,26,4,UA,356,N407UA,SFO,LAX,1040,1027,-13,26.0,1053.0,93,88.0,52.0,337,1145.0,10.0,1213,1155,-18,0,0,,,,,,
859121,2015,2,26,4,UA,318,N855UA,LAX,SFO,1058,1049,-9,37.0,1126.0,92,98.0,57.0,337,1223.0,4.0,1230,1227,-3,0,0,,,,,,
859268,2015,2,26,4,WN,3944,N944WN,LAX,SFO,1105,1113,8,8.0,1121.0,85,72.0,60.0,337,1221.0,4.0,1230,1225,-5,0,0,,,,,,
859341,2015,2,26,4,VX,330,N628VA,SFO,LAX,1110,1110,0,20.0,1130.0,80,87.0,55.0,337,1225.0,12.0,1230,1237,7,0,0,,,,,,
859601,2015,2,26,4,VX,927,N642VA,LAX,SFO,1125,1122,-3,8.0,1130.0,80,74.0,61.0,337,1231.0,5.0,1245,1236,-9,0,0,,,,,,
860049,2015,2,26,4,WN,2241,N601WN,SFO,LAX,1150,1146,-4,12.0,1158.0,90,72.0,54.0,337,1252.0,6.0,1320,1258,-22,0,0,,,,,,
860217,2015,2,26,4,WN,3056,N355SW,LAX,SFO,1200,1159,-1,11.0,1210.0,85,75.0,59.0,337,1309.0,5.0,1325,1314,-11,0,0,,,,,,
860522,2015,2,26,4,AA,1150,N3JWAA,LAX,SFO,1220,1248,28,16.0,1304.0,82,78.0,56.0,337,1400.0,6.0,1342,1406,24,0,0,,0.0,0.0,24.0,0.0,0.0
860565,2015,2,26,4,UA,258,N460UA,SFO,LAX,1220,1221,1,15.0,1236.0,92,76.0,52.0,337,1328.0,9.0,1352,1337,-15,0,0,,,,,,
861043,2015,2,26,4,AA,2378,N3EEAA,SFO,LAX,1255,1251,-4,11.0,1302.0,87,76.0,54.0,337,1356.0,11.0,1422,1407,-15,0,0,,,,,,
861081,2015,2,26,4,UA,731,N401UA,LAX,SFO,1255,1250,-5,14.0,1304.0,89,76.0,59.0,337,1403.0,3.0,1424,1406,-18,0,0,,,,,,
861191,2015,2,26,4,WN,879,N944WN,SFO,LAX,1300,1259,-1,8.0,1307.0,85,70.0,54.0,337,1401.0,8.0,1425,1409,-16,0,0,,,,,,
861583,2015,2,26,4,UA,342,N855UA,SFO,LAX,1322,1320,-2,13.0,1333.0,92,80.0,56.0,337,1429.0,11.0,1454,1440,-14,0,0,,,,,,
861612,2015,2,26,4,VX,928,N521VA,SFO,LAX,1325,1347,22,12.0,1359.0,80,71.0,54.0,337,1453.0,5.0,1445,1458,13,0,0,,,,,,
861688,2015,2,26,4,VX,929,N853VA,LAX,SFO,1330,1327,-3,10.0,1337.0,75,76.0,59.0,337,1436.0,7.0,1445,1443,-2,0,0,,,,,,
862032,2015,2,26,4,WN,978,N601WN,LAX,SFO,1350,1350,0,8.0,1358.0,80,71.0,59.0,337,1457.0,4.0,1510,1501,-9,0,0,,,,,,
862630,2015,2,26,4,UA,499,N468UA,SFO,LAX,1426,1623,117,22.0,1645.0,87,81.0,50.0,337,1735.0,9.0,1553,1744,111,0,0,,0.0,0.0,8.0,103.0,0.0
862879,2015,2,26,4,AA,1150,N3JWAA,SFO,LAX,1442,1440,-2,18.0,1458.0,82,77.0,51.0,337,1549.0,8.0,1604,1557,-7,0,0,,,,,,
863098,2015,2,26,4,WN,4122,N944WN,LAX,SFO,1455,1503,8,5.0,1508.0,75,67.0,58.0,337,1606.0,4.0,1610,1610,0,0,0,,,,,,
863253,2015,2,26,4,UA,1227,N76519,LAX,SFO,1502,1525,23,12.0,1537.0,88,80.0,60.0,337,1637.0,8.0,1630,1645,15,0,0,,0.0,0.0,15.0,0.0,0.0
863477,2015,2,26,4,UA,207,N401UA,SFO,LAX,1517,1639,82,19.0,1658.0,88,81.0,53.0,337,1751.0,9.0,1645,1800,75,0,0,,0.0,0.0,75.0,0.0,0.0
863680,2015,2,26,4,VX,932,N853VA,SFO,LAX,1530,1647,77,17.0,1704.0,80,79.0,55.0,337,1759.0,7.0,1650,1806,76,0,0,,0.0,0.0,76.0,0.0,0.0
863681,2015,2,26,4,VX,933,N521VA,LAX,SFO,1530,1542,12,7.0,1549.0,75,69.0,58.0,337,1647.0,4.0,1645,1651,6,0,0,,,,,,
863874,2015,2,26,4,WN,2419,N601WN,SFO,LAX,1540,1537,-3,14.0,1551.0,75,68.0,49.0,337,1640.0,5.0,1655,1645,-10,0,0,,,,,,
864361,2015,2,26,4,VX,936,N361VA,SFO,LAX,1610,1625,15,14.0,1639.0,80,75.0,54.0,337,1733.0,7.0,1730,1740,10,0,0,,,,,,
864509,2015,2,26,4,AA,209,N3JUAA,LAX,SFO,1620,1624,4,12.0,1636.0,80,72.0,57.0,337,1733.0,3.0,1740,1736,-4,0,0,,,,,,
864729,2015,2,26,4,UA,1571,N27421,LAX,SFO,1630,1632,2,13.0,1645.0,89,80.0,62.0,337,1747.0,5.0,1759,1752,-7,0,0,,,,,,
864782,2015,2,26,4,VX,923,N524VA,LAX,SFO,1635,1628,-7,10.0,1638.0,75,76.0,60.0,337,1738.0,6.0,1750,1744,-6,0,0,,,,,,
864807,2015,2,26,4,UA,769,N817UA,SFO,LAX,1635,1822,107,30.0,1852.0,88,95.0,51.0,337,1943.0,14.0,1803,1957,114,0,0,,7.0,0.0,0.0,107.0,0.0
864950,2015,2,26,4,WN,4211,N944WN,SFO,LAX,1645,1645,0,21.0,1706.0,80,81.0,55.0,337,1801.0,5.0,1805,1806,1,0,0,,,,,,
865555,2015,2,26,4,VX,945,N623VA,LAX,SFO,1720,1713,-7,34.0,1747.0,75,103.0,67.0,337,1854.0,2.0,1835,1856,21,0,0,,0.0,0.0,21.0,0.0,0.0
865764,2015,2,26,4,VX,938,N521VA,SFO,LAX,1730,1736,6,10.0,1746.0,75,65.0,50.0,337,1836.0,5.0,1845,1841,-4,0,0,,,,,,
865772,2015,2,26,4,WN,2508,N601WN,LAX,SFO,1730,1729,-1,28.0,1757.0,75,100.0,68.0,337,1905.0,4.0,1845,1909,24,0,0,,24.0,0.0,0.0,0.0,0.0
866258,2015,2,26,4,UA,1476,N14250,SFO,LAX,1755,1752,-3,14.0,1806.0,90,73.0,49.0,337,1855.0,10.0,1925,1905,-20,0,0,,,,,,
866590,2015,2,26,4,WN,3323,N355SW,SFO,LAX,1815,1817,2,10.0,1827.0,95,69.0,53.0,337,1920.0,6.0,1950,1926,-24,0,0,,,,,,
866721,2015,2,26,4,VX,941,N361VA,LAX,SFO,1825,1823,-2,9.0,1832.0,80,73.0,59.0,337,1931.0,5.0,1945,1936,-9,0,0,,,,,,
866779,2015,2,26,4,AA,209,N3JUAA,SFO,LAX,1830,1832,2,17.0,1849.0,86,73.0,51.0,337,1940.0,5.0,1956,1945,-11,0,0,,,,,,
866855,2015,2,26,4,AA,219,N3EYAA,LAX,SFO,1835,1831,-4,15.0,1846.0,82,78.0,57.0,337,1943.0,6.0,1957,1949,-8,0,0,,,,,,
866896,2015,2,26,4,UA,391,N814UA,LAX,SFO,1836,1948,72,12.0,2000.0,83,74.0,56.0,337,2056.0,6.0,1959,2102,63,0,0,,0.0,0.0,11.0,52.0,0.0
866996,2015,2,26,4,VX,942,N524VA,SFO,LAX,1845,1841,-4,17.0,1858.0,80,73.0,49.0,337,1947.0,7.0,2005,1954,-11,0,0,,,,,,
867088,2015,2,26,4,WN,4300,N944WN,LAX,SFO,1850,1853,3,7.0,1900.0,75,69.0,58.0,337,1958.0,4.0,2005,2002,-3,0,0,,,,,,
867486,2015,2,26,4,UA,1587,N27421,SFO,LAX,1910,1912,2,19.0,1931.0,86,79.0,47.0,337,2018.0,13.0,2036,2031,-5,0,0,,,,,,
867635,2015,2,26,4,UA,327,N817UA,LAX,SFO,1920,2030,70,14.0,2044.0,85,76.0,58.0,337,2142.0,4.0,2045,2146,61,0,0,,0.0,0.0,0.0,61.0,0.0
868444,2015,2,26,4,UA,687,N403UA,SFO,LAX,2010,2002,-8,18.0,2020.0,92,87.0,49.0,337,2109.0,20.0,2142,2129,-13,0,0,,,,,,
868445,2015,2,26,4,UA,1254,N37419,LAX,SFO,2010,2010,0,15.0,2025.0,85,87.0,67.0,337,2132.0,5.0,2135,2137,2,0,0,,,,,,
868574,2015,2,26,4,WN,3412,N428WN,LAX,SFO,2025,2150,85,5.0,2155.0,80,67.0,58.0,337,2253.0,4.0,2145,2257,72,0,0,,0.0,0.0,72.0,0.0,0.0
868666,2015,2,26,4,WN,4389,N944WN,SFO,LAX,2035,2035,0,13.0,2048.0,80,68.0,50.0,337,2138.0,5.0,2155,2143,-12,0,0,,,,,,
868743,2015,2,26,4,AA,2465,N3JDAA,LAX,SFO,2045,2046,1,13.0,2059.0,82,75.0,55.0,337,2154.0,7.0,2207,2201,-6,0,0,,,,,,
868793,2015,2,26,4,AA,219,N3EYAA,SFO,LAX,2047,2041,-6,17.0,2058.0,92,79.0,50.0,337,2148.0,12.0,2219,2200,-19,0,0,,,,,,
868817,2015,2,26,4,VX,948,N842VA,SFO,LAX,2050,2049,-1,14.0,2103.0,80,84.0,51.0,337,2154.0,19.0,2210,2213,3,0,0,,,,,,
868952,2015,2,26,4,VX,241,N844VA,LAX,SFO,2100,2322,142,18.0,2340.0,80,86.0,63.0,337,43.0,5.0,2220,0048,148,0,0,,0.0,0.0,6.0,142.0,0.0
868976,2015,2,26,4,UA,1676,N39463,SFO,LAX,2100,2056,-4,20.0,2116.0,90,86.0,53.0,337,2209.0,13.0,2230,2222,-8,0,0,,,,,,
868977,2015,2,26,4,UA,1175,N27421,LAX,SFO,2100,2111,11,18.0,2129.0,81,83.0,55.0,337,2224.0,10.0,2221,2234,13,0,0,,,,,,
869619,2015,2,26,4,UA,1278,N37419,SFO,LAX,2230,2228,-2,23.0,2251.0,82,86.0,47.0,337,2338.0,16.0,2352,2354,2,0,0,,,,,,
869621,2015,2,26,4,UA,462,N403UA,LAX,SFO,2232,2334,62,13.0,2347.0,79,75.0,58.0,337,45.0,4.0,2351,0049,58,0,0,,0.0,0.0,58.0,0.0,0.0
870465,2015,2,27,5,UA,464,N461UA,LAX,SFO,0600,0559,-1,14.0,613.0,85,78.0,61.0,337,714.0,3.0,0725,0717,-8,0,0,,,,,,
870474,2015,2,27,5,UA,641,N816UA,SFO,LAX,0600,0552,-8,15.0,607.0,92,80.0,53.0,337,700.0,12.0,0732,0712,-20,0,0,,,,,,
871140,2015,2,27,5,AA,338,N3EBAA,LAX,SFO,0645,0638,-7,14.0,652.0,83,79.0,62.0,337,754.0,3.0,0808,0757,-11,0,0,,,,,,
871170,2015,2,27,5,VX,922,N629VA,SFO,LAX,0645,0639,-6,14.0,653.0,75,72.0,51.0,337,744.0,7.0,0800,0751,-9,0,0,,,,,,
871210,2015,2,27,5,UA,805,N839UA,LAX,SFO,0645,0638,-7,10.0,648.0,85,78.0,65.0,337,753.0,3.0,0810,0756,-14,0,0,,,,,,
871474,2015,2,27,5,VX,925,N529VA,LAX,SFO,0700,0654,-6,8.0,702.0,80,70.0,59.0,337,801.0,3.0,0820,0804,-16,0,0,,,,,,
871613,2015,2,27,5,AA,1250,N3JJAA,SFO,LAX,0705,0700,-5,19.0,719.0,89,93.0,51.0,337,810.0,23.0,0834,0833,-1,0,0,,,,,,
872096,2015,2,27,5,UA,478,N489UA,SFO,LAX,0730,0737,7,13.0,750.0,92,78.0,54.0,337,844.0,11.0,0902,0855,-7,0,0,,,,,,
872170,2015,2,27,5,UA,1188,N76502,LAX,SFO,0737,0739,2,13.0,752.0,92,80.0,62.0,337,854.0,5.0,0909,0859,-10,0,0,,,,,,
872318,2015,2,27,5,WN,2063,N685SW,SFO,LAX,0750,0746,-4,14.0,800.0,85,75.0,55.0,337,855.0,6.0,0915,0901,-14,0,0,,,,,,
872380,2015,2,27,5,WN,937,N773SA,LAX,SFO,0755,0755,0,9.0,804.0,85,75.0,61.0,337,905.0,5.0,0920,0910,-10,0,0,,,,,,
872626,2015,2,27,5,VX,334,N835VA,SFO,LAX,0805,0801,-4,17.0,818.0,80,82.0,57.0,337,915.0,8.0,0925,0923,-2,0,0,,,,,,
873112,2015,2,27,5,UA,479,N801UA,SFO,LAX,0830,0828,-2,20.0,848.0,93,99.0,53.0,337,941.0,26.0,1003,1007,4,0,0,,,,,,
873209,2015,2,27,5,UA,458,N809UA,LAX,SFO,0837,0832,-5,91.0,1003.0,98,166.0,70.0,337,1113.0,5.0,1015,1118,63,0,0,,63.0,0.0,0.0,0.0,0.0
873552,2015,2,27,5,AA,338,N3EBAA,SFO,LAX,0900,0854,-6,15.0,909.0,87,80.0,55.0,337,1004.0,10.0,1027,1014,-13,0,0,,,,,,
873603,2015,2,27,5,WN,881,N340LV,SFO,LAX,0900,0857,-3,15.0,912.0,90,83.0,58.0,337,1010.0,10.0,1030,1020,-10,0,0,,,,,,
873776,2015,2,27,5,VX,935,N629VA,LAX,SFO,0910,1040,90,22.0,1102.0,80,90.0,65.0,337,1207.0,3.0,1030,1210,100,0,0,,100.0,0.0,0.0,0.0,0.0
874357,2015,2,27,5,UA,1482,N87527,SFO,LAX,0949,0949,0,11.0,1000.0,91,87.0,52.0,337,1052.0,24.0,1120,1116,-4,0,0,,,,,,
874398,2015,2,27,5,WN,2152,N685SW,LAX,SFO,0950,1026,36,9.0,1035.0,90,77.0,63.0,337,1138.0,5.0,1120,1143,23,0,0,,23.0,0.0,0.0,0.0,0.0
874663,2015,2,27,5,UA,1266,N37456,LAX,SFO,1002,1124,82,27.0,1151.0,101,105.0,71.0,337,1302.0,7.0,1143,1309,86,0,0,,86.0,0.0,0.0,0.0,0.0
874788,2015,2,27,5,WN,553,N366SW,SFO,LAX,1010,1023,13,13.0,1036.0,80,77.0,56.0,337,1132.0,8.0,1130,1140,10,0,0,,,,,,
875118,2015,2,27,5,AA,2378,N3EYAA,LAX,SFO,1030,1115,45,18.0,1133.0,83,91.0,67.0,337,1240.0,6.0,1153,1246,53,0,0,,53.0,0.0,0.0,0.0,0.0
875320,2015,2,27,5,UA,356,N401UA,SFO,LAX,1040,1052,12,13.0,1105.0,93,74.0,51.0,337,1156.0,10.0,1213,1206,-7,0,0,,,,,,
875587,2015,2,27,5,UA,318,N801UA,LAX,SFO,1058,1151,53,28.0,1219.0,92,92.0,60.0,337,1319.0,4.0,1230,1323,53,0,0,,53.0,0.0,0.0,0.0,0.0
875804,2015,2,27,5,VX,330,N837VA,SFO,LAX,1110,1109,-1,13.0,1122.0,80,85.0,55.0,337,1217.0,17.0,1230,1234,4,0,0,,,,,,
876061,2015,2,27,5,VX,927,N641VA,LAX,SFO,1125,1322,117,11.0,1333.0,80,78.0,61.0,337,1434.0,6.0,1245,1440,115,0,0,,115.0,0.0,0.0,0.0,0.0
876503,2015,2,27,5,WN,2241,N685SW,SFO,LAX,1150,1219,29,32.0,1251.0,90,95.0,51.0,337,1342.0,12.0,1320,1354,34,0,0,,5.0,0.0,6.0,23.0,0.0
876699,2015,2,27,5,WN,3056,N366SW,LAX,SFO,1200,1326,86,32.0,1358.0,85,121.0,81.0,337,1519.0,8.0,1325,1527,122,0,0,,112.0,0.0,0.0,10.0,0.0
876986,2015,2,27,5,AA,1150,N3EUAA,LAX,SFO,1220,1233,13,21.0,1254.0,82,98.0,72.0,337,1406.0,5.0,1342,1411,29,0,0,,29.0,0.0,0.0,0.0,0.0
877028,2015,2,27,5,UA,258,N474UA,SFO,LAX,1220,1232,12,29.0,1301.0,92,93.0,51.0,337,1352.0,13.0,1352,1405,13,0,0,,,,,,
877507,2015,2,27,5,AA,2378,N3EYAA,SFO,LAX,1255,1327,32,17.0,1344.0,87,85.0,57.0,337,1441.0,11.0,1422,1452,30,0,0,,0.0,0.0,0.0,30.0,0.0
877549,2015,2,27,5,UA,731,N481UA,LAX,SFO,1255,1327,32,42.0,1409.0,89,111.0,63.0,337,1512.0,6.0,1424,1518,54,0,0,,50.0,0.0,0.0,4.0,0.0
878048,2015,2,27,5,UA,342,N801UA,SFO,LAX,1322,1416,54,18.0,1434.0,92,78.0,51.0,337,1525.0,9.0,1454,1534,40,0,0,,0.0,0.0,13.0,27.0,0.0
878076,2015,2,27,5,VX,928,N637VA,SFO,LAX,1325,1330,5,16.0,1346.0,80,84.0,60.0,337,1446.0,8.0,1445,1454,9,0,0,,,,,,
878151,2015,2,27,5,VX,929,N846VA,LAX,SFO,1330,1446,76,8.0,1454.0,75,85.0,71.0,337,1605.0,6.0,1445,1611,86,0,0,,86.0,0.0,0.0,0.0,0.0
878505,2015,2,27,5,WN,978,N685SW,LAX,SFO,1350,1445,55,6.0,1451.0,80,79.0,68.0,337,1559.0,5.0,1510,1604,54,0,0,,21.0,0.0,0.0,33.0,0.0
879091,2015,2,27,5,UA,499,N452UA,SFO,LAX,1426,1512,46,25.0,1537.0,87,88.0,54.0,337,1631.0,9.0,1553,1640,47,0,0,,1.0,0.0,46.0,0.0,0.0
879337,2015,2,27,5,AA,1150,N3EUAA,SFO,LAX,1442,1454,12,25.0,1519.0,82,87.0,55.0,337,1614.0,7.0,1604,1621,17,0,0,,5.0,0.0,0.0,12.0,0.0
879569,2015,2,27,5,WN,4122,N607SW,LAX,SFO,1455,1712,137,11.0,1723.0,75,99.0,82.0,337,1845.0,6.0,1610,1851,161,0,0,,24.0,0.0,134.0,3.0,0.0
879712,2015,2,27,5,UA,1743,N17233,LAX,SFO,1502,1520,18,14.0,1534.0,88,85.0,64.0,337,1638.0,7.0,1630,1645,15,0,0,,15.0,0.0,0.0,0.0,0.0
879938,2015,2,27,5,UA,207,N481UA,SFO,LAX,1517,1608,51,25.0,1633.0,88,82.0,50.0,337,1723.0,7.0,1645,1730,45,0,0,,0.0,0.0,9.0,36.0,0.0
880141,2015,2,27,5,VX,932,N846VA,SFO,LAX,1530,1654,84,13.0,1707.0,80,69.0,50.0,337,1757.0,6.0,1650,1803,73,0,0,,0.0,0.0,0.0,73.0,0.0
880142,2015,2,27,5,VX,933,N637VA,LAX,SFO,1530,1559,29,11.0,1610.0,75,79.0,62.0,337,1712.0,6.0,1645,1718,33,0,0,,33.0,0.0,0.0,0.0,0.0
880313,2015,2,27,5,WN,2419,N685SW,SFO,LAX,1540,1744,124,17.0,1801.0,75,72.0,50.0,337,1851.0,5.0,1655,1856,121,0,0,,0.0,0.0,68.0,53.0,0.0
880826,2015,2,27,5,VX,936,N843VA,SFO,LAX,1610,1711,61,18.0,1729.0,80,73.0,50.0,337,1819.0,5.0,1730,1824,54,0,0,,0.0,0.0,0.0,54.0,0.0
880974,2015,2,27,5,AA,209,N3EFAA,LAX,SFO,1620,1820,120,21.0,1841.0,80,96.0,70.0,337,1951.0,5.0,1740,1956,136,0,0,,16.0,0.0,117.0,3.0,0.0
881195,2015,2,27,5,UA,1571,N38473,LAX,SFO,1630,1637,7,16.0,1653.0,89,86.0,64.0,337,1757.0,6.0,1759,1803,4,0,0,,,,,,
881246,2015,2,27,5,VX,923,N523VA,LAX,SFO,1635,1653,18,8.0,1701.0,75,77.0,64.0,337,1805.0,5.0,1750,1810,20,0,0,,20.0,0.0,0.0,0.0,0.0
881271,2015,2,27,5,UA,769,N829UA,SFO,LAX,1635,1714,39,19.0,1733.0,88,76.0,50.0,337,1823.0,7.0,1803,1830,27,0,0,,0.0,0.0,6.0,21.0,0.0
881402,2015,2,27,5,WN,4211,N607SW,SFO,LAX,1645,1939,174,18.0,1957.0,80,82.0,56.0,337,2053.0,8.0,1805,2101,176,0,0,,2.0,0.0,13.0,161.0,0.0
882023,2015,2,27,5,VX,945,N624VA,LAX,SFO,1720,1746,26,11.0,1757.0,75,80.0,64.0,337,1901.0,5.0,1835,1906,31,0,0,,31.0,0.0,0.0,0.0,0.0
882231,2015,2,27,5,VX,938,N525VA,SFO,LAX,1730,1812,42,19.0,1831.0,75,78.0,50.0,337,1921.0,9.0,1845,1930,45,0,0,,0.0,0.0,3.0,42.0,0.0
882253,2015,2,27,5,WN,2508,N685SW,LAX,SFO,1730,1936,126,6.0,1942.0,75,92.0,81.0,337,2103.0,5.0,1845,2108,143,0,0,,17.0,0.0,5.0,121.0,0.0
882729,2015,2,27,5,UA,1476,N39297,SFO,LAX,1755,1824,29,17.0,1841.0,90,83.0,52.0,337,1933.0,14.0,1925,1947,22,0,0,,0.0,0.0,5.0,17.0,0.0
883052,2015,2,27,5,WN,3323,N366SW,SFO,LAX,1815,2025,130,15.0,2040.0,95,72.0,51.0,337,2131.0,6.0,1950,2137,107,0,0,,0.0,0.0,0.0,107.0,0.0
883190,2015,2,27,5,VX,941,N642VA,LAX,SFO,1825,1908,43,14.0,1922.0,80,91.0,71.0,337,2033.0,6.0,1945,2039,54,0,0,,54.0,0.0,0.0,0.0,0.0
883247,2015,2,27,5,AA,209,N3EFAA,SFO,LAX,1830,2039,129,12.0,2051.0,86,69.0,48.0,337,2139.0,9.0,1956,2148,112,0,0,,0.0,0.0,0.0,112.0,0.0
883323,2015,2,27,5,AA,219,N3EBAA,LAX,SFO,1835,1926,51,14.0,1940.0,82,95.0,78.0,337,2058.0,3.0,1957,2101,64,0,0,,64.0,0.0,0.0,0.0,0.0
883363,2015,2,27,5,UA,391,N842UA,LAX,SFO,1836,1845,9,15.0,1900.0,83,95.0,75.0,337,2015.0,5.0,1959,2020,21,0,0,,21.0,0.0,0.0,0.0,0.0
883468,2015,2,27,5,VX,942,N523VA,SFO,LAX,1845,1849,4,13.0,1902.0,80,77.0,59.0,337,2001.0,5.0,2005,2006,1,0,0,,,,,,
883580,2015,2,27,5,WN,4300,N657SW,LAX,SFO,1850,2008,78,10.0,2018.0,75,87.0,71.0,337,2129.0,6.0,2005,2135,90,0,0,,12.0,0.0,9.0,69.0,0.0
883749,2015,2,27,5,VX,1949,N843VA,LAX,SFO,1900,1922,22,10.0,1932.0,75,92.0,76.0,337,2048.0,6.0,2015,2054,39,0,0,,39.0,0.0,0.0,0.0,0.0
883960,2015,2,27,5,UA,1675,N38446,SFO,LAX,1910,1911,1,24.0,1935.0,86,95.0,53.0,337,2028.0,18.0,2036,2046,10,0,0,,,,,,
884107,2015,2,27,5,UA,327,N829UA,LAX,SFO,1920,1935,15,20.0,1955.0,85,111.0,83.0,337,2118.0,8.0,2045,2126,41,0,0,,41.0,0.0,0.0,0.0,0.0
884918,2015,2,27,5,UA,1164,N77430,LAX,SFO,2010,2055,45,15.0,2110.0,85,79.0,61.0,337,2211.0,3.0,2135,2214,39,0,0,,0.0,0.0,0.0,39.0,0.0
884919,2015,2,27,5,UA,687,N494UA,SFO,LAX,2010,2055,45,17.0,2112.0,92,93.0,51.0,337,2203.0,25.0,2142,2228,46,0,0,,1.0,0.0,7.0,38.0,0.0
885052,2015,2,27,5,WN,3412,N366SW,LAX,SFO,2025,2206,101,5.0,2211.0,80,70.0,60.0,337,2311.0,5.0,2145,2316,91,0,0,,0.0,0.0,0.0,91.0,0.0
885125,2015,2,27,5,WN,4389,N657SW,SFO,LAX,2035,2233,118,17.0,2250.0,80,81.0,52.0,337,2342.0,12.0,2155,2354,119,0,0,,29.0,0.0,0.0,90.0,0.0
885211,2015,2,27,5,AA,2465,N3LKAA,LAX,SFO,2045,2131,46,24.0,2155.0,82,92.0,61.0,337,2256.0,7.0,2207,2303,56,0,0,,10.0,0.0,46.0,0.0,0.0
885261,2015,2,27,5,AA,219,N3EBAA,SFO,LAX,2047,2135,48,17.0,2152.0,92,83.0,53.0,337,2245.0,13.0,2219,2258,39,0,0,,0.0,0.0,0.0,39.0,0.0
885285,2015,2,27,5,VX,948,N642VA,SFO,LAX,2050,2123,33,19.0,2142.0,80,73.0,48.0,337,2230.0,6.0,2210,2236,26,0,0,,0.0,0.0,0.0,26.0,0.0
885421,2015,2,27,5,VX,241,N851VA,LAX,SFO,2100,2113,13,7.0,2120.0,80,70.0,60.0,337,2220.0,3.0,2220,2223,3,0,0,,,,,,
885442,2015,2,27,5,UA,1124,N37464,SFO,LAX,2100,2055,-5,13.0,2108.0,90,80.0,52.0,337,2200.0,15.0,2230,2215,-15,0,0,,,,,,
885443,2015,2,27,5,UA,1474,N39297,LAX,SFO,2100,2125,25,19.0,2144.0,81,88.0,61.0,337,2245.0,8.0,2221,2253,32,0,0,,7.0,0.0,25.0,0.0,0.0
886085,2015,2,27,5,UA,1278,N38451,SFO,LAX,2230,2327,57,13.0,2340.0,82,70.0,51.0,337,31.0,6.0,2352,0037,45,0,0,,0.0,0.0,4.0,41.0,0.0
886089,2015,2,27,5,UA,263,N494UA,LAX,SFO,2232,2258,26,25.0,2323.0,79,86.0,58.0,337,21.0,3.0,2351,0024,33,0,0,,7.0,0.0,0.0,26.0,0.0
886789,2015,2,28,6,UA,411,N429UA,SFO,LAX,0600,0554,-6,15.0,609.0,92,79.0,52.0,337,701.0,12.0,0732,0713,-19,0,0,,,,,,
886791,2015,2,28,6,UA,464,N816UA,LAX,SFO,0600,0557,-3,11.0,608.0,85,74.0,60.0,337,708.0,3.0,0725,0711,-14,0,0,,,,,,
887230,2015,2,28,6,WN,2671,N550WN,SFO,LAX,0635,0632,-3,9.0,641.0,80,73.0,51.0,337,732.0,13.0,0755,0745,-10,0,0,,,,,,
887287,2015,2,28,6,UA,414,N826UA,LAX,SFO,0640,0628,-12,14.0,642.0,85,75.0,58.0,337,740.0,3.0,0805,0743,-22,0,0,,,,,,
887296,2015,2,28,6,AA,338,N3FVAA,LAX,SFO,0645,0639,-6,14.0,653.0,83,74.0,58.0,337,751.0,2.0,0808,0753,-15,0,0,,,,,,
887324,2015,2,28,6,VX,922,N529VA,SFO,LAX,0645,0638,-7,9.0,647.0,75,66.0,51.0,337,738.0,6.0,0800,0744,-16,0,0,,,,,,
887438,2015,2,28,6,WN,2659,N213WN,LAX,SFO,0655,0649,-6,9.0,658.0,80,70.0,56.0,337,754.0,5.0,0815,0759,-16,0,0,,,,,,
887585,2015,2,28,6,VX,925,N521VA,LAX,SFO,0700,0658,-2,7.0,705.0,80,73.0,59.0,337,804.0,7.0,0820,0811,-9,0,0,,,,,,
887676,2015,2,28,6,AA,1250,N3LCAA,SFO,LAX,0705,0657,-8,19.0,716.0,89,83.0,54.0,337,810.0,10.0,0834,0820,-14,0,0,,,,,,
888570,2015,2,28,6,VX,334,N851VA,SFO,LAX,0805,0808,3,24.0,832.0,80,87.0,56.0,337,928.0,7.0,0925,0935,10,0,0,,,,,,
888983,2015,2,28,6,UA,479,N816UA,SFO,LAX,0830,0825,-5,15.0,840.0,93,84.0,56.0,337,936.0,13.0,1003,0949,-14,0,0,,,,,,
889061,2015,2,28,6,UA,788,N439UA,LAX,SFO,0837,0834,-3,28.0,902.0,98,92.0,60.0,337,1002.0,4.0,1015,1006,-9,0,0,,,,,,
889343,2015,2,28,6,AA,338,N3FVAA,SFO,LAX,0900,0854,-6,12.0,906.0,87,76.0,54.0,337,1000.0,10.0,1027,1010,-17,0,0,,,,,,
889406,2015,2,28,6,WN,2604,N550WN,LAX,SFO,0900,0856,-4,16.0,912.0,80,76.0,56.0,337,1008.0,4.0,1020,1012,-8,0,0,,,,,,
